id,ano,dept,municipio,presuntoRes,desPresuntoRes,num
331366,1997,Antioquia,SAN FRANCISCO,Guerrilla,No Identificada,1
331367,1997,Antioquia,MEDELL?N,Guerrilla,ELN,1
331368,1997,Antioquia,MEDELL?N,Guerrilla,ELN,1
331369,1997,Antioquia,Caldas,Desconocido,No aplica,1
331371,1997,Cesar,PELAYA,Guerrilla,ELN,1
331372,1997,Nariño,MALLAMA,Guerrilla,ELN,1
331375,1997,Córdoba,AYAPEL,Guerrilla,No Identificada,1
331376,1997,Chocó,BAGAD?,Guerrilla,ELN,1
331377,1997,Bolívar,TIQUISIO,Desconocido,No aplica,1
331378,1997,Meta,PUERTO GAIT?N,Guerrilla,FARC,1
331379,1997,Antioquia,SAN LUIS,Guerrilla,ELN,3
331383,1997,Nariño,CUMBAL,Guerrilla,ELN,1
331384,1997,Cesar,BECERRIL,Grupo Armado No Identificado,No aplica,1
331385,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331386,1997,Casanare,CH?MEZA,Guerrilla,No Identificada,1
331387,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331388,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331391,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331392,1997,La Guajira,RIOHACHA,Guerrilla,FARC,1
331393,1997,Antioquia,SAN CARLOS,Guerrilla,No Identificada,1
331394,1997,Antioquia,APARTAD?,Grupo Armado No Identificado,No aplica,1
331395,1997,Nariño,LEIVA,Guerrilla,FARC,1
331396,1997,Antioquia,TOLEDO,Grupo Paramilitar,No Identificado,1
331397,1997,Santander,CONCEPCI?N,Guerrilla,No Identificada,1
331398,1997,Cesar,R?O DE ORO,Guerrilla,ELN,1
331399,1997,Cesar,R?O DE ORO,Guerrilla,ELN,2
331401,1997,Santander,BUCARAMANGA,Guerrilla,Disidencia EPL,1
331402,1997,Chocó,ATRATO,Guerrilla,ELN,1
331404,1997,Chocó,ATRATO,Guerrilla,ELN,1
331405,1997,Norte de Santander,TIB?,Guerrilla,ELN,1
331407,1997,La Guajira,MAICAO,Desconocido,No aplica,1
331408,1997,Bolívar,BARRANCO DE LOBA,Guerrilla,FARC,1
331409,1997,Bolívar,SAN JACINTO,Guerrilla,ELN,1
331411,1997,Bolívar,ACH?,Guerrilla,FARC,1
331412,1997,Antioquia,MEDELL?N,Guerrilla,ELN,1
331415,1997,Bolívar,CARTAGENA DE INDIAS,Guerrilla,ELN,1
331416,1997,Bolívar,SIMIT?,Guerrilla,No Identificada,1
331417,1997,Nariño,LEIVA,Guerrilla,FARC,1
331418,1997,Norte de Santander,CONVENCI?N,Desconocido,No aplica,1
331419,1997,Putumayo,VALLE DEL GUAMUEZ,Guerrilla,FARC,1
331421,1997,Antioquia,GRANADA,Guerrilla,No Identificada,1
331422,1997,Cesar,PAILITAS,Grupo Paramilitar,No Identificado,1
331423,1997,Cesar,PAILITAS,Grupo Paramilitar,No Identificado,1
331424,1997,Atlántico,BARRANQUILLA,Guerrilla,Disidencia EPL,1
331425,1997,Cesar,PAILITAS,Grupo Paramilitar,No Identificado,1
331426,1997,Norte de Santander,HACAR?,Guerrilla,No Identificada,1
331427,1997,Norte de Santander,VILLA DEL ROSARIO,Guerrilla,ELN,1
331428,1997,Sucre,Sucre,Desconocido,No aplica,1
331429,1997,Sucre,Sucre,Guerrilla,No Identificada,1
331430,1997,Antioquia,MUTAT?,Guerrilla,FARC,1
331432,1997,Antioquia,MUTAT?,Guerrilla,FARC,1
331433,1997,Antioquia,MUTAT?,Guerrilla,FARC,1
331434,1997,Bolívar,TIQUISIO,Guerrilla,No Identificada,1
331435,1997,Bolívar,SIMIT?,Desconocido,No aplica,1
331437,1997,Bolívar,SIMIT?,Desconocido,No aplica,1
331438,1997,Bolívar,CARTAGENA DE INDIAS,Desconocido,No aplica,1
331439,1997,Bolívar,SIMIT?,Desconocido,No aplica,1
331440,1997,Bolívar,SANTA ROSA DEL SUR,Guerrilla,ELN,1
331441,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331443,1997,Risaralda,QUINCH?A,Guerrilla,FARC,1
331444,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331445,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331446,1997,Huila,RIVERA,Guerrilla,ELN,1
331447,1997,Antioquia,ARGELIA,Guerrilla,No Identificada,1
331448,1997,"Bogotá D.C.","Bogotá D.C.",Guerrilla,No Identificada,1
331449,1997,Antioquia,ARGELIA,Guerrilla,No Identificada,1
331450,1997,EXTERIOR,FRONTERA VENEZUELA,Guerrilla,No Identificada,1
331451,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331452,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331453,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331454,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331455,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331456,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331457,1997,Risaralda,AP?A,Guerrilla,FARC,1
331458,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331459,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331460,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331462,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331463,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331464,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331465,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331466,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331467,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331468,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331470,1997,Antioquia,SAN LUIS,Guerrilla,ELN,1
331471,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331472,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331473,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331474,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331475,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331476,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331477,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331478,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331479,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331480,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331481,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331482,1997,Bolívar,SIMIT?,Guerrilla,No Identificada,1
331483,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331484,1997,Santander,EL PLAY?N,Desconocido,No aplica,1
331485,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331486,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331488,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331489,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331490,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331491,1997,Bolívar,SAN PABLO,Guerrilla,ELN,1
331492,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331493,1997,Norte de Santander,C?CUTA,Guerrilla,ELN,1
331494,1997,Bolívar,SIMIT?,Guerrilla,ELN,1
331495,1997,Bolívar,SANTA ROSA DEL SUR,Guerrilla,No Identificada,1
331496,1997,Bolívar,CARTAGENA DE INDIAS,Guerrilla,ELN,1
331497,1997,SIN INFORMACION,SIN INFORMACION,Desconocido,No aplica,1
331498,1997,Bolívar,MONTECRISTO,Desconocido,No aplica,1
331499,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331500,1997,Antioquia,SABANALARGA,Grupo Paramilitar,No Identificado,1
331501,1997,Santander,EL PLAY?N,Guerrilla,Otra,1
331502,1997,Cesar,VALLEDUPAR,Guerrilla,ELN,1
331503,1997,Bolívar,SAN PABLO,Guerrilla,No Identificada,1
331504,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331505,1997,Antioquia,YOND?,Guerrilla,ELN,1
331506,1997,Antioquia,YOND?,Guerrilla,ELN,1
331507,1997,Antioquia,YOND?,Guerrilla,ELN,1
331508,1997,Antioquia,YOND?,Guerrilla,ELN,1
331509,1997,Meta,GRANADA,Grupo Paramilitar,No Identificado,1
331510,1997,Meta,VISTAHERMOSA,Desconocido,No aplica,1
331511,1997,Cesar,CURUMAN?,Guerrilla,ELN,1
331512,1997,Cesar,LA GLORIA,Guerrilla,ELN,1
331513,1997,Santander,CONTRATACI?N,Guerrilla,FARC,1
331514,1997,Antioquia,URRAO,Guerrilla,FARC,1
331518,1997,Antioquia,URRAO,Guerrilla,FARC,1
331519,1997,Antioquia,URRAO,Guerrilla,FARC,1
331520,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331521,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331522,1997,Santander,GUAVAT?,Guerrilla,ELN,1
331523,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331524,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331525,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331526,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331527,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331528,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331529,1997,Antioquia,YARUMAL,Guerrilla,No Identificada,1
331530,1997,Santander,GUAVAT?,Guerrilla,ELN,1
331531,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331532,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331533,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331534,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331535,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331537,1997,Santander,GUAVAT?,Guerrilla,FARC,1
331538,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331539,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331540,1997,Bolívar,SANTA ROSA,Guerrilla,ELN,1
331541,1997,Cundinamarca,MEDINA,Guerrilla,FARC,2
331542,1997,Antioquia,YOND?,Guerrilla,ELN,1
331543,1997,Antioquia,YOND?,Guerrilla,ELN,1
331544,1997,La Guajira,MAICAO,Guerrilla,ELN,1
331545,1997,La Guajira,MAICAO,Guerrilla,ELN,1
331546,1997,Casanare,YOPAL,Guerrilla,ELN,1
331547,1997,Cesar,LA JAGUA DE IBIRICO,Grupo Armado No Identificado,No aplica,1
331548,1997,Antioquia,REMEDIOS,Guerrilla,ELN,1
331549,1997,Antioquia,YOND?,Guerrilla,ELN,2
331551,1997,Antioquia,SABANALARGA,Guerrilla,No Identificada,1
331552,1997,Santander,Sucre,Guerrilla,FARC,1
331553,1997,Antioquia,YOND?,Guerrilla,ELN,1
331554,1997,Antioquia,YOND?,Guerrilla,ELN,1
331556,1997,Antioquia,YOND?,Guerrilla,ELN,1
331558,1997,Antioquia,YOND?,Guerrilla,ELN,1
331560,1997,Antioquia,YOND?,Guerrilla,ELN,1
331561,1997,Antioquia,YOND?,Guerrilla,ELN,1
331562,1997,Antioquia,YOND?,Guerrilla,ELN,1
331563,1997,Cundinamarca,FUSAGASUG?,Guerrilla,FARC,1
331564,1997,Caquetá,SOLITA,Guerrilla,FARC,1
331565,1997,Caquetá,SOLITA,Guerrilla,FARC,1
331568,1997,Norte de Santander,CONVENCI?N,Desconocido,No aplica,1
331569,1997,Antioquia,C?CERES,Guerrilla,No Identificada,1
331570,1997,Cauca,SAN SEBASTI?N,Guerrilla,FARC,1
331571,1997,Cauca,PIENDAM?,Guerrilla,No Identificada,1
331573,1997,Antioquia,SAN LUIS,Desconocido,No aplica,1
331574,1997,Nariño,POLICARPA,Guerrilla,No Identificada,1
331575,1997,Nariño,POLICARPA,Guerrilla,No Identificada,1
331576,1997,Nariño,POLICARPA,Guerrilla,No Identificada,1
331577,1997,Antioquia,SAN LUIS,Desconocido,No aplica,1
331578,1997,Antioquia,SAN FRANCISCO,Guerrilla,ELN,1
331579,1997,Antioquia,SAN LUIS,Guerrilla,ELN,1
331580,1997,Antioquia,COCORN?,Desconocido,No aplica,1
331581,1997,Antioquia,YOND?,Guerrilla,FARC,1
331582,1997,Antioquia,YOND?,Guerrilla,FARC,1
331583,1997,Antioquia,YOND?,Guerrilla,FARC,1
331584,1997,Antioquia,YOND?,Guerrilla,FARC,1
331585,1997,Antioquia,YOND?,Guerrilla,FARC,1
331586,1997,Cauca,SAN SEBASTI?N,Guerrilla,ELN,1
331587,1997,Caldas,MANIZALES,Guerrilla,Disidencia EPL,1
331589,1997,Cundinamarca,GUAYABETAL,Guerrilla,FARC,1
331590,1997,Nariño,ROBERTO PAY?N,Guerrilla,No Identificada,1
331591,1997,Norte de Santander,SANTIAGO,Guerrilla,ELN,1
331592,1997,Meta,LA MACARENA,Guerrilla,FARC,1
331593,1997,Nariño,POLICARPA,Guerrilla,No Identificada,1
331594,1997,Norte de Santander,SANTIAGO,Guerrilla,ELN,1
331595,1997,Norte de Santander,SANTIAGO,Guerrilla,ELN,1
331599,1997,Cauca,MORALES,Guerrilla,ELN,1
331600,1997,Nariño,MAG�?,Guerrilla,No Identificada,1
331602,1997,Antioquia,YOLOMB?,Desconocido,No aplica,1
331603,1997,Antioquia,YAL?,Guerrilla,No Identificada,1
331604,1997,Antioquia,YOLOMB?,Guerrilla,ELN,1
331605,1997,Antioquia,YOLOMB?,Guerrilla,ELN,1
331606,1997,Nariño,LEIVA,Guerrilla,FARC,1
331607,1997,Cundinamarca,SAN BERNARDO,Guerrilla,FARC,1
331608,1997,Cesar,PAILITAS,Guerrilla,ELN,1
331609,1997,Cesar,PAILITAS,Guerrilla,ELN,1
331610,1997,Nariño,LEIVA,Guerrilla,FARC,1
331611,1997,Nariño,LEIVA,Guerrilla,FARC,1
331612,1997,Nariño,LEIVA,Guerrilla,FARC,1
331613,1997,Nariño,LEIVA,Guerrilla,FARC,1
331614,1997,Nariño,LEIVA,Guerrilla,FARC,1
331615,1997,Nariño,LEIVA,Guerrilla,FARC,1
331616,1997,Cesar,PAILITAS,Guerrilla,ELN,1
331617,1997,Nariño,LEIVA,Guerrilla,FARC,1
331618,1997,Nariño,LEIVA,Guerrilla,FARC,1
331619,1997,Nariño,LEIVA,Guerrilla,FARC,1
331620,1997,Nariño,LEIVA,Guerrilla,FARC,1
331621,1997,Nariño,LEIVA,Guerrilla,FARC,1
331622,1997,Nariño,LEIVA,Guerrilla,FARC,1
331624,1997,Nariño,LEIVA,Guerrilla,FARC,1
331625,1997,Cesar,BECERRIL,Desconocido,No aplica,1
331626,1997,Nariño,LEIVA,Guerrilla,FARC,1
331627,1997,Nariño,LEIVA,Guerrilla,FARC,1
331630,1997,Nariño,LEIVA,Guerrilla,FARC,1
331632,1997,Nariño,LEIVA,Guerrilla,FARC,1
331633,1997,Nariño,LEIVA,Guerrilla,FARC,1
331634,1997,Nariño,LEIVA,Guerrilla,FARC,1
331635,1997,Nariño,LEIVA,Guerrilla,FARC,1
331636,1997,Nariño,LEIVA,Guerrilla,FARC,1
331637,1997,Nariño,LEIVA,Guerrilla,FARC,1
331638,1997,Nariño,LEIVA,Guerrilla,FARC,1
331639,1997,Nariño,LEIVA,Guerrilla,FARC,1
331640,1997,Nariño,LEIVA,Guerrilla,FARC,1
331641,1997,Nariño,LEIVA,Guerrilla,FARC,1
331642,1997,Nariño,LEIVA,Guerrilla,FARC,1
331643,1997,Nariño,LEIVA,Guerrilla,FARC,1
331644,1997,Cundinamarca,SAN BERNARDO,Guerrilla,FARC,1
331645,1997,Cundinamarca,SAN BERNARDO,Guerrilla,FARC,1
331646,1997,Nariño,LEIVA,Guerrilla,FARC,1
331647,1997,Nariño,LEIVA,Guerrilla,FARC,1
331649,1997,Nariño,LEIVA,Guerrilla,FARC,1
331650,1997,Nariño,LEIVA,Guerrilla,FARC,1
331651,1997,Nariño,CUMBITARA,Guerrilla,FARC,1
331652,1997,Cesar,PAILITAS,Guerrilla,ELN,1
331653,1997,Nariño,LEIVA,Guerrilla,FARC,1
331654,1997,Nariño,LEIVA,Guerrilla,FARC,1
331655,1997,Nariño,LEIVA,Guerrilla,FARC,1
331656,1997,Santander,V�LEZ,Guerrilla,FARC,3
331659,1997,Antioquia,ITAG�?,Guerrilla,ELN,1
331660,1997,Putumayo,VALLE DEL GUAMUEZ,Guerrilla,FARC,1
331661,1997,Nariño,BARBACOAS,Guerrilla,FARC,1
331662,1997,Chocó,EL CARMEN DE ATRATO,Guerrilla,ERG,1
331664,1997,Nariño,POLICARPA,Grupo Paramilitar,No Identificado,1
331665,1997,Antioquia,VEGACH?,Guerrilla,ELN,1
331666,1997,Antioquia,VEGACH?,Guerrilla,ELN,1
331668,1997,Antioquia,VEGACH?,Guerrilla,ELN,1
331669,1997,Antioquia,VEGACH?,Guerrilla,ELN,1
331670,1997,Valle del Cauca,JAMUND?,Guerrilla,No Identificada,1
331671,1997,Cesar,LA PAZ,Guerrilla,ELN,1
331672,1997,Cesar,LA PAZ,Guerrilla,ELN,1
331673,1997,Cesar,LA PAZ,Guerrilla,ELN,1
331674,1997,Huila,ISNOS,Guerrilla,FARC,1
331676,1997,Antioquia,MACEO,Grupo Paramilitar,No Identificado,1
331677,1997,Cesar,CURUMAN?,Desconocido,No aplica,1
331678,1997,Meta,SAN MART?N,Guerrilla,FARC,1
331679,1997,Norte de Santander,C?CUTA,Guerrilla,ELN,1
331680,1997,Tolima,CHAPARRAL,Guerrilla,FARC,1
331681,1997,Tolima,CHAPARRAL,Guerrilla,FARC,1
331682,1997,Tolima,CHAPARRAL,Guerrilla,FARC,1
331683,1997,Tolima,CHAPARRAL,Guerrilla,FARC,1
331684,1997,Tolima,CHAPARRAL,Guerrilla,FARC,1
331685,1997,Tolima,CHAPARRAL,Guerrilla,FARC,1
331686,1997,Norte de Santander,C?CUTA,Guerrilla,ELN,1
331687,1997,Antioquia,TARSO,Guerrilla,No Identificada,1
331688,1997,Norte de Santander,?BREGO,Guerrilla,FARC,1
331689,1997,Norte de Santander,?BREGO,Desconocido,No aplica,1
331690,1997,Antioquia,TARSO,Guerrilla,FARC,1
331691,1997,Norte de Santander,?BREGO,Guerrilla,FARC,1
331692,1997,Cesar,CHIRIGUAN?,Guerrilla,ELN,2
331695,1997,Santander,PUERTO WILCHES,Guerrilla,No Identificada,1
331696,1997,Santander,PUERTO WILCHES,Guerrilla,No Identificada,1
331697,1997,QUINDIO,ARMENIA,Desconocido,No aplica,1
331698,1997,Santander,PUERTO WILCHES,Guerrilla,ELN,1
331699,1997,Santander,PUERTO WILCHES,Guerrilla,No Identificada,1
331700,1997,Antioquia,SAN ROQUE,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
331701,1997,Putumayo,PUERTO AS?S,Guerrilla,No Identificada,1
331702,1997,Bolívar,TIQUISIO,Guerrilla,No Identificada,1
331704,1997,Valle del Cauca,JAMUND?,Guerrilla,FARC,1
331709,1997,Antioquia,MEDELL?N,Guerrilla,ELN,1
331710,1997,Cundinamarca,GUADUAS,Guerrilla,FARC,1
331711,1997,Boyacá,PANQUEBA,Guerrilla,ELN,1
331712,1997,Antioquia,SAN RAFAEL,Guerrilla,FARC,1
331713,1997,Antioquia,COCORN?,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
331714,1997,Antioquia,SAN LUIS,Guerrilla,FARC,1
331716,1997,Antioquia,SAN LUIS,Guerrilla,FARC,1
331717,1997,Antioquia,SAN RAFAEL,Guerrilla,FARC,1
331718,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331722,1997,Cesar,LA GLORIA,Desconocido,No aplica,1
331723,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331724,1997,Cauca,SU?REZ,Guerrilla,No Identificada,1
331725,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331726,1997,Cauca,SU?REZ,Guerrilla,No Identificada,1
331727,1997,Cauca,SU?REZ,Guerrilla,No Identificada,1
331728,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331729,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331730,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331731,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331732,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331733,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331735,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331736,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331737,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331738,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331739,1997,Cauca,SU?REZ,Guerrilla,FARC,1
331740,1997,Valle del Cauca,CAICEDONIA,Guerrilla,ELN,1
331741,1997,Sucre,MAJAGUAL,Guerrilla,FARC,1
331742,1997,Sucre,MAJAGUAL,Guerrilla,FARC,1
331743,1997,Antioquia,MUTAT?,Guerrilla,FARC,1
331744,1997,Antioquia,SONS?N,Guerrilla,ELN,1
331745,1997,Chocó,QUIBD?,Desconocido,No aplica,1
331746,1997,Antioquia,MEDELL?N,Guerrilla,ELN,1
331747,1997,Arauca,ARAUQUITA,Guerrilla,No Identificada,1
331748,1997,La Guajira,VILLANUEVA,Guerrilla,ELN,1
331749,1997,Antioquia,GUARNE,Guerrilla,ELN,1
331750,1997,Antioquia,GUARNE,Guerrilla,ELN,1
331751,1997,Valle del Cauca,YUMBO,Guerrilla,FARC,1
331752,1997,Arauca,ARAUQUITA,Guerrilla,No Identificada,1
331753,1997,Antioquia,RIONEGRO,Guerrilla,ELN,1
331754,1997,La Guajira,VILLANUEVA,Desconocido,No aplica,1
331755,1997,Cauca,BUENOS AIRES,Guerrilla,FARC,1
331756,1997,Putumayo,PUERTO LEGU?ZAMO,Guerrilla,FARC,1
331757,1997,Antioquia,SAN LUIS,Guerrilla,FARC,1
331758,1997,Putumayo,PUERTO LEGU?ZAMO,Guerrilla,FARC,1
331759,1997,Meta,ACAC?AS,Guerrilla,FARC,1
331760,1997,Valle del Cauca,DAGUA,Guerrilla,No Identificada,1
331761,1997,Valle del Cauca,DAGUA,Guerrilla,No Identificada,1
331762,1997,Valle del Cauca,DAGUA,Guerrilla,No Identificada,1
331763,1997,Valle del Cauca,DAGUA,Guerrilla,No Identificada,1
331764,1997,Valle del Cauca,DAGUA,Guerrilla,No Identificada,1
331765,1997,Antioquia,ITUANGO,Grupo Armado No Identificado,No aplica,1
331766,1997,Valle del Cauca,DAGUA,Guerrilla,No Identificada,1
331767,1997,Cauca,PAT?A,Desconocido,No aplica,1
331768,1997,Nariño,POLICARPA,Guerrilla,No Identificada,1
331769,1997,Antioquia,ITUANGO,Guerrilla,No Identificada,1
331770,1997,Meta,GRANADA,Guerrilla,FARC,1
331771,1997,Huila,NEIVA,Guerrilla,ELN,1
331772,1997,Sucre,GUARANDA,Guerrilla,No Identificada,1
331773,1997,La Guajira,LA JAGUA DEL PILAR,Desconocido,No aplica,1
331774,1997,Norte de Santander,C?CUTA,Guerrilla,ELN,1
331775,1997,La Guajira,URUMITA,Guerrilla,ELN,1
331776,1997,Cauca,Bolívar,Guerrilla,No Identificada,1
331777,1997,La Guajira,URUMITA,Guerrilla,ELN,1
331778,1997,La Guajira,URUMITA,Guerrilla,ELN,1
331779,1997,Cauca,MORALES,Guerrilla,ELN,1
331780,1997,Cauca,MORALES,Guerrilla,ELN,1
331781,1997,Cauca,PIENDAM?,Guerrilla,ELN,1
331782,1997,Cauca,MORALES,Guerrilla,ELN,1
331783,1997,Risaralda,PEREIRA,Guerrilla,No Identificada,1
331784,1997,Cauca,MORALES,Guerrilla,ELN,1
331792,1997,Cauca,CAJIB?O,Guerrilla,ELN,1
331793,1997,Cauca,CAJIB?O,Guerrilla,ELN,1
331794,1997,Cauca,CAJIB?O,Guerrilla,ELN,1
331795,1997,Cauca,CAJIB?O,Guerrilla,ELN,1
331796,1997,Cauca,CAJIB?O,Guerrilla,ELN,1
331798,1997,Antioquia,SABANETA,Grupo Paramilitar,No Identificado,1
331799,1997,La Guajira,SAN JUAN DEL Cesar,Guerrilla,ELN,1
331800,1997,Norte de Santander,C?CUTA,Guerrilla,Disidencia EPL,1
331801,1997,QUINDIO,CALARC?,Guerrilla,FARC,1
331802,1997,Antioquia,ZARAGOZA,Guerrilla,ELN,1
331803,1997,Casanare,PAZ DE ARIPORO,Guerrilla,FARC,1
331804,1997,Antioquia,ZARAGOZA,Guerrilla,ELN,1
331806,1997,SIN INFORMACION,SIN INFORMACION,Desconocido,No aplica,1
331807,1997,Bolívar,SAN MART?N DE LOBA,Desconocido,No aplica,1
331808,1997,Bolívar,MONTECRISTO,Guerrilla,No Identificada,1
331809,1997,Bolívar,SAN MART?N DE LOBA,Desconocido,No aplica,1
331811,1997,Cesar,AGUACHICA,Guerrilla,No Identificada,1
331812,1997,Cesar,AGUACHICA,Guerrilla,No Identificada,1
331813,1997,Antioquia,FRONTINO,Desconocido,No aplica,1
331814,1997,Cauca,TORIB?O,Guerrilla,FARC,1
331815,1997,Bolívar,SAN MART?N DE LOBA,Guerrilla,No Identificada,1
331816,1997,Antioquia,MURIND?,Grupo Armado No Identificado,No aplica,1
331818,1997,Antioquia,REMEDIOS,Guerrilla,No Identificada,1
331819,1997,Antioquia,REMEDIOS,Guerrilla,No Identificada,1
331820,1997,Antioquia,REMEDIOS,Guerrilla,No Identificada,1
331821,1997,Antioquia,REMEDIOS,Guerrilla,No Identificada,1
331822,1997,Cesar,AGUACHICA,Guerrilla,No Identificada,1
331823,1997,Antioquia,FRONTINO,Guerrilla,FARC,1
331824,1997,Cesar,PAILITAS,Grupo Paramilitar,No Identificado,1
331825,1997,Norte de Santander,EL TARRA,Guerrilla,ELN,1
331826,1997,Cauca,MIRANDA,Guerrilla,FARC,1
331828,1997,Antioquia,VEGACH?,Guerrilla,FARC,1
331829,1997,Antioquia,CARACOL?,Guerrilla,FARC,5
331830,1997,Bolívar,R?O VIEJO,Guerrilla,No Identificada,1
331831,1997,Bolívar,MAR?A LA BAJA,Guerrilla,No Identificada,1
331832,1997,Bolívar,MAR?A LA BAJA,Guerrilla,No Identificada,1
331833,1997,Santander,V�LEZ,Guerrilla,ELN,1
331834,1997,Cesar,R?O DE ORO,Guerrilla,ELN,1
331835,1997,Magdalena,SANTA MARTA,Guerrilla,ELN,1
331837,1997,Magdalena,SANTA MARTA,Guerrilla,ELN,1
331839,1997,Norte de Santander,EL CARMEN,Desconocido,No aplica,1
331840,1997,Norte de Santander,EL CARMEN,Desconocido,No aplica,1
331841,1997,Bolívar,TIQUISIO,Guerrilla,No Identificada,1
331842,1997,Norte de Santander,EL CARMEN,Guerrilla,No Identificada,1
331843,1997,Bolívar,CANTAGALLO,Guerrilla,ELN,1
331844,1997,Norte de Santander,EL CARMEN,Guerrilla,No Identificada,1
331845,1997,Cundinamarca,VILLETA,Guerrilla,FARC,1
331846,1997,Norte de Santander,?BREGO,Guerrilla,ELN,1
331849,1997,Cauca,ROSAS,Guerrilla,ELN,1
331850,1997,Norte de Santander,CONVENCI?N,Guerrilla,No Identificada,1
331851,1997,Norte de Santander,CONVENCI?N,Guerrilla,No Identificada,1
331852,1997,Norte de Santander,TEORAMA,Grupo Paramilitar,No Identificado,1
331853,1997,Antioquia,SAN CARLOS,Guerrilla,ELN,1
331854,1997,Cauca,ROSAS,Guerrilla,FARC,1
331855,1997,Antioquia,SAN CARLOS,Guerrilla,ELN,1
331856,1997,Antioquia,SAN CARLOS,Guerrilla,ELN,1
331857,1997,Norte de Santander,C?CUTA,Desconocido,No aplica,1
331858,1997,Norte de Santander,TEORAMA,Desconocido,No aplica,1
331860,1997,Cundinamarca,GRANADA,Desconocido,No aplica,1
